1208.47 -0.775051 -0.236327 0 1.64275 5.02588 6.657
1218.47 -0.682121 -0.0568687 0 1.50273 5.03495 6.67851
1228.47 -0.706634 -0.074 0 1.548 5 6.70629
1238.47 -0.914118 -0.214118 0 1.544 5.11163 6.84919
1248.47 -1.16126 -0.340588 0 1.60778 5.30938 7.11542
1258.47 -1.48827 -0.572941 0 1.75245 5.63632 7.56579
1268.47 -1.7749 -0.79549 0 1.94414 6.01041 8.01
1278.47 -2.09157 -1.00204 0 2.08306 6.2925 8.48876
1288.47 -2.30592 -1.152 0 2.25424 6.67639 8.98417
1298.47 -2.54353 -1.33893 0 2.42286 7.00938 9.45632
1308.47 -2.78845 -1.58569 0 2.60677 7.38104 9.92588
1318.47 -3.02825 -1.80107 0 2.75347 7.76958 10.4217
1328.47 -3.35077 -2.08471 0 2.89263 8.04735 10.8144
1338.47 -3.71095 -2.37971 0 3.10551 8.34031 11.2605
1348.47 -4.1681 -2.70558 0 3.31969 8.66229 11.7826
1358.47 -4.72189 -3.09308 0 3.61265 9.03309 12.3605
1368.47 -5.33226 -3.51762 0 3.90629 9.38833 12.9563
1378.47 -5.85491 -3.92385 0 4.18464 9.79842 13.564
1388.47 -6.35654 -4.27583 0 4.41163 10.2196 14.1689
1398.47 -6.76423 -4.57 0 4.64633 10.6584 14.7616
1408.47 -7.12673 -4.87777 0 4.85653 11.1058 15.3185
1418.47 -7.47485 -5.16709 0 5.00551 11.5258 15.7779
1428.47 -7.88429 -5.50689 0 5.17898 11.8998 16.2022
1438.47 -8.35667 -5.90208 0 5.30172 12.181 16.4433
1448.47 -8.84143 -6.33381 0 5.32091 12.3896 16.5765
1458.47 -9.37189 -6.77952 0 5.38556 12.5351 16.631
1468.47 -9.92094 -7.2681 0 5.45525 12.6946 16.6896
1478.47 -10.6107 -7.82327 0 5.42 12.8147 16.737
1488.47 -11.4076 -8.45411 0 5.505 12.902 16.6525
1498.47 -12.2163 -9.11206 0 5.5201 12.7271 16.33
1508.47 -13.0498 -9.73604 0 5.40353 12.3179 15.674
1518.47 -13.5594 -10.1846 0 5.12806 11.5229 14.6353
1528.47 -13.765 -10.1822 0 4.7175 10.4344 13.3318
1538.47 -13.3334 -9.39667 0 4.17906 9.23174 11.9368
1548.47 -11.9569 -8.03047 0 3.57206 7.92912 10.5835
1558.47 -10.0605 -6.37814 0 2.99381 6.88963 9.6337
1568.47 -8.25588 -4.7631 0 2.62706 6.3399 9.256
1578.47 -6.79022 -3.61457 0 2.51081 6.30879 9.39907
1588.47 -5.73129 -2.88263 0 2.514 6.4698 9.61586
1598.47 -5.24813 -2.60535 0 2.495 6.506 9.52029
1608.47 -5.04857 -2.549 0 2.36861 6.34165 9.15692
